,Date,Stage,Distance Covered,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,21_1,22_1,23_1
1813,16-07-1952,20º stage Distance:,228 km,Road – Stage,"    Bordeaux (Aquitaine), France ","Limoges (Limousin), France",,Jacques,Vivier,France ,N,,,,,,,88  years,Date of birth:,09-10-1930,Place of birth:,"Mareuil-sur-Belle (Aquitaine), France ",Date of death:||Place of death:|,1951-1957,, , ,,,,,,,,Professional:, ,Age:,88  years
1814,17-07-1952,21º stage Distance:,245 km,Road – Stage,"    Limoges (Limousin), France ","Clermont-Ferrand (Auvergne), France",,Fausto,Coppi,Italy ,N,,,,,,,40 years,Date of birth:,15-09-1919,Place of birth:,"Castellania (Piemonte), Italy ",Date of death:|02-01-1960|Place of death:| ,"    Tortona (Piemonte), Italy",Professional:,1938-19421945-1959,, , ,,,,,,Date of death:|02-01-1960|Place of death:| , ,Age:,40 years
1815,18-07-1952,22º stage Distance:,63 km,Road – Individual Time Trial,"    Clermont-Ferrand (Auvergne), France ","Vichy (Auvergne), France",,Fiorenzo,Magni,Italy ,N,,,,,,,91 years,Date of birth:,07-12-1920,Place of birth:,"Vaiano (Toscana), Italy ",Date of death:|19-10-2012|Place of death:| ,"    Monza (Lombardia), Italy",Professional:,19381940-1945 + 1947-1956,, , ,,,,,,Date of death:|19-10-2012|Place of death:| , ,Age:,91 years
1816,19-07-1952,23º stage Distance:,354 km,Road – Stage,"    Vichy (Auvergne), France ","Paris (Ile-de-France), France",,Antonin,Rolland,France ,N,,,,,,,91  years,Date of birth:,18-03-1928,Place of birth:,"Sainte-Euphémie (Rhone-Alpes), France ",Date of death:||Place of death:|,1946-1961,, , ,,,,,,,,Professional:, ,Age:,91  years
1817,19-07-1952, Distance:,4827 km,Classification – Road – General Classification,"    Brest (Bretagne), France ","Paris (Ile-de-France), France",,Fausto,Coppi,Italy ,N,,,,,,,40 years,Date of birth:,15-09-1919,Place of birth:,"Castellania (Piemonte), Italy ",Date of death:|02-01-1960|Place of death:| ,"    Tortona (Piemonte), Italy",Professional:,1938-19421945-1959,, , ,,,,,,Date of death:|02-01-1960|Place of death:| , ,Age:,40 years
1818,19-07-1952, Distance:,4827 km,Classification – Road – Mountains Classification,"    Brest (Bretagne), France ","Paris (Ile-de-France), France",,Fausto,Coppi,Italy ,N,,,,,,,40 years,Date of birth:,15-09-1919,Place of birth:,"Castellania (Piemonte), Italy ",Date of death:|02-01-1960|Place of death:| ,"    Tortona (Piemonte), Italy",Professional:,1938-19421945-1959,, , ,,,,,,Date of death:|02-01-1960|Place of death:| , ,Age:,40 years
1819,04-07-1951,1º stage Distance:,185 km,Road – Stage,"    Metz (Lorraine), France ","Reims (Champagne-Ardenne), France",,Giovanni,Rossi,Switzerland ,N,,,,,,,57 years,Date of birth:,07-05-1926,Place of birth:,"Bidart (Aquitaine), France ",Date of death:|17-09-1983|Place of death:| ,"    Ponte Tresa (Ticino), Switzerland",Professional:,1949-1954,, , ,,,,,,Date of death:|17-09-1983|Place of death:| , ,Age:,57 years
1820,05-07-1951,2º stage Distance:,228 km,Road – Stage,"    Reims (Champagne-Ardenne), France ","Gent (Oost-Vlaanderen), Belgium",,Jean,Diederich,Luxemburg ,N,,,,,,,90 years,Date of birth:,20-02-1922,Place of birth:,"Esch-sur-Alzette (Luxembourg), Luxemburg ",Date of death:|06-12-2012|Place of death:| ,"    Luxembourg (Luxembourg), Luxemburg",Professional:,1946-1954,, , ,,,,,,Date of death:|06-12-2012|Place of death:| , ,Age:,90 years
1821,06-07-1951,3º stage Distance:,219 km,Road – Stage,"    Gent (Oost-Vlaanderen), Belgium ","Le Tréport (Haute-Normandie), France",,Georges,Meunier,France ,N,,,,,,,90 years,Date of birth:,09-05-1925,Place of birth:,"Vierzon (Centre), France ",Date of death:|13-12-2015|Place of death:|,"                , Unknown",Professional:,1946-1961,, , ,,,,,,Date of death:|13-12-2015|Place of death:|, ,Age:,90 years
1822,07-07-1951,4º stage Distance:,188 km,Road – Stage,"    Le Tréport (Haute-Normandie), France ","Paris (Ile-de-France), France",,Roger,Levèque,France ,N,,,,,,,80 years,Date of birth:,05-12-1921,Place of birth:,"Saint-Nazaire (Pays de la Loire), France ",Date of death:|30-06-2002|Place of death:| ,"    Saint-Avertin (Centre), France",Professional:,1946-1953,, , ,,,,,,Date of death:|30-06-2002|Place of death:| , ,Age:,80 years
1823,08-07-1951,5º stage Distance:,215 km,Road – Stage,"    Paris (Ile-de-France), France ","Caen (Basse-Normandie), France",,Serafino,Biagioni,Italy ,N,,,,,,,62 years,Date of birth:,12-03-1920,Place of birth:,"Pistoia (Toscana), Italy ",Date of death:|13-02-1983|Place of death:| ,"    Orciatico (Toscana), Italy",Professional:,1945-1956,, , ,,,,,,Date of death:|13-02-1983|Place of death:| , ,Age:,62 years
1824,09-07-1951,6º stage Distance:,182 km,Road – Stage,"    Caen (Basse-Normandie), France ","Rennes (Bretagne), France",,Edouard,Muller,France ,N,,,,,,,77 years,Date of birth:,08-06-1919,Place of birth:,"Neuilly-sur-Seine (Ile-de-France), France ",Date of death:|28-05-1997|Place of death:| ,"    Maisons-Laffitte (Ile-de-France), France",Professional:,1942-1955,, , ,,,,,,Date of death:|28-05-1997|Place of death:| , ,Age:,77 years
1825,10-07-1951,7º stage Distance:,85 km,Road – Individual Time Trial,"    La Guerche (Bretagne), France ","Angers (Pays de la Loire), France",,Hugo,Koblet,Switzerland ,N,,,,,,,39 years,Date of birth:,21-03-1925,Place of birth:,"Zürich (Zürich), Switzerland ",Date of death:|06-11-1964|Place of death:| ,"    Uster (Zürich), Switzerland",Professional:,1946-1958,, , ,,,,,,Date of death:|06-11-1964|Place of death:| , ,Age:,39 years
1826,11-07-1951,8º stage Distance:,241 km,Road – Stage,"    Angers (Pays de la Loire), France ","Limoges (Limousin), France",,André,Rosseel,Belgium ,N,,,,,,,41 years,Date of birth:,23-11-1924,Place of birth:,"Lauwe (West-Vlaanderen), Belgium ",Date of death:|08-12-1965|Place of death:| ,"    Roeselare (West-Vlaanderen), Belgium",Professional:,1947-1957,, , ,,,,,,Date of death:|08-12-1965|Place of death:| , ,Age:,41 years
1827,13-07-1951,9º stage Distance:,236 km,Road – Stage,"    Limoges (Limousin), France ","Clermont-Ferrand (Auvergne), France",,Raphaël,Géminiani,France ,N,,,,,,,94  years,Date of birth:,12-06-1925,Place of birth:,"Clermont-Ferrand (Auvergne), France ",Date of death:||Place of death:|,1946-1960,, , ,,,,,,,,Professional:, ,Age:,94  years
1828,14-07-1951,10º stage Distance:,216 km,Road – Stage,"    Clermont-Ferrand (Auvergne), France ","Brive-la-Gaillarde (Limousin), France",,Bernardo,Ruíz Navarrette,Spain ,N,,,,,,,94  years,Date of birth:,08-01-1925,Place of birth:,"Orihuela (Comunidad Valenciana), Spain ",Date of death:||Place of death:|,1945-1958,, , ,,,,,,,,Professional:, ,Age:,94  years
1829,15-07-1951,11º stage Distance:,177 km,Road – Stage,"    Brive-la-Gaillarde (Limousin), France ","Agen (Aquitaine), France",,Hugo,Koblet,Switzerland ,N,,,,,,,39 years,Date of birth:,21-03-1925,Place of birth:,"Zürich (Zürich), Switzerland ",Date of death:|06-11-1964|Place of death:| ,"    Uster (Zürich), Switzerland",Professional:,1946-1958,, , ,,,,,,Date of death:|06-11-1964|Place of death:| , ,Age:,39 years
1830,16-07-1951,12º stage Distance:,185 km,Road – Stage,"    Agen (Aquitaine), France ","Dax (Aquitaine), France",,Wim,Van Est,The Netherlands ,N,,,,,,,80 years,Date of birth:,25-03-1923,Place of birth:,"Fijnaart (Noord-Brabant), The Netherlands ",Date of death:|01-05-2003|Place of death:| ,"    Roosendaal (Noord-Brabant), The Netherlands",Websites:,https://www.facebook.com/pages/Wim-van-Est/279803745502879 , , ,,,,,,,Date of death:|01-05-2003|Place of death:| , ,Age:,80 years
1831,17-07-1951,13º stage Distance:,201 km,Road – Stage,"    Dax (Aquitaine), France ","Tarbes (Midi-Pyrenees), France",,Serafino,Biagioni,Italy ,N,,,,,,,62 years,Date of birth:,12-03-1920,Place of birth:,"Pistoia (Toscana), Italy ",Date of death:|13-02-1983|Place of death:| ,"    Orciatico (Toscana), Italy",Professional:,1945-1956,, , ,,,,,,Date of death:|13-02-1983|Place of death:| , ,Age:,62 years
1832,18-07-1951,14º stage Distance:,142 km,Road – Stage,"    Tarbes (Midi-Pyrenees), France ","Luchon (Midi-Pyrenees), France",,Hugo,Koblet,Switzerland ,N,,,,,,,39 years,Date of birth:,21-03-1925,Place of birth:,"Zürich (Zürich), Switzerland ",Date of death:|06-11-1964|Place of death:| ,"    Uster (Zürich), Switzerland",Professional:,1946-1958,, , ,,,,,,Date of death:|06-11-1964|Place of death:| , ,Age:,39 years
1833,19-07-1951,15º stage Distance:,213 km,Road – Stage,"    Luchon (Midi-Pyrenees), France ","Carcassonne (Languedoc-Roussillon), France",,André,Rosseel,Belgium ,N,,,,,,,41 years,Date of birth:,23-11-1924,Place of birth:,"Lauwe (West-Vlaanderen), Belgium ",Date of death:|08-12-1965|Place of death:| ,"    Roeselare (West-Vlaanderen), Belgium",Professional:,1947-1957,, , ,,,,,,Date of death:|08-12-1965|Place of death:| , ,Age:,41 years
1834,20-07-1951,16º stage Distance:,192 km,Road – Stage,"    Carcassonne (Languedoc-Roussillon), France ","Montpellier (Languedoc-Roussillon), France",,Hugo,Koblet,Switzerland ,N,,,,,,,39 years,Date of birth:,21-03-1925,Place of birth:,"Zürich (Zürich), Switzerland ",Date of death:|06-11-1964|Place of death:| ,"    Uster (Zürich), Switzerland",Professional:,1946-1958,, , ,,,,,,Date of death:|06-11-1964|Place of death:| , ,Age:,39 years
1835,22-07-1951,17º stage Distance:,224 km,Road – Stage,"    Montpellier (Languedoc-Roussillon), France ","Avignon (Provence-Alpes-Cote d'Azur), France",,Louison,Bobet,France ,N,,,,,,,58 years,Date of birth:,12-03-1925,Place of birth:,"Saint-Méen-le-Grand (Bretagne), France ",Date of death:|13-03-1983|Place of death:| ,"    Biarritz (Aquitaine), France",Professional:,1947-1962,, , ,,,,,,Date of death:|13-03-1983|Place of death:| , ,Age:,58 years
1836,23-07-1951,18º stage Distance:,173 km,Road – Stage,"    Avignon (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France",,Fiorenzo,Magni,Italy ,N,,,,,,,91 years,Date of birth:,07-12-1920,Place of birth:,"Vaiano (Toscana), Italy ",Date of death:|19-10-2012|Place of death:| ,"    Monza (Lombardia), Italy",Professional:,19381940-1945 + 1947-1956,, , ,,,,,,Date of death:|19-10-2012|Place of death:| , ,Age:,91 years
1837,24-07-1951,19º stage Distance:,208 km,Road – Stage,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Armand,Baeyens,Belgium ,N,,,,,,,85 years,Date of birth:,22-06-1928,Place of birth:,"Denderleeuw (Oost-Vlaanderen), Belgium ",Date of death:|01-07-2013|Place of death:| ,"    Iddergem (Oost-Vlaanderen), Belgium",Professional:,1946-1957,, , ,,,,,,Date of death:|01-07-2013|Place of death:| , ,Age:,85 years
1838,25-07-1951,20º stage Distance:,165 km,Road – Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France",,Fausto,Coppi,Italy ,N,,,,,,,40 years,Date of birth:,15-09-1919,Place of birth:,"Castellania (Piemonte), Italy ",Date of death:|02-01-1960|Place of death:| ,"    Tortona (Piemonte), Italy",Professional:,1938-19421945-1959,, , ,,,,,,Date of death:|02-01-1960|Place of death:| , ,Age:,40 years
1839,26-07-1951,21º stage Distance:,201 km,Road – Stage,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Aix-les-Bains (Rhone-Alpes), France",,Bernardo,Ruíz Navarrette,Spain ,N,,,,,,,94  years,Date of birth:,08-01-1925,Place of birth:,"Orihuela (Comunidad Valenciana), Spain ",Date of death:||Place of death:|,1945-1958,, , ,,,,,,,,Professional:, ,Age:,94  years
1840,27-07-1951,22º stage Distance:,97 km,Road – Individual Time Trial,"    Aix-les-Bains (Rhone-Alpes), France "," , Switzerland",,Hugo,Koblet,Switzerland ,N,,,,,,,39 years,Date of birth:,21-03-1925,Place of birth:,"Zürich (Zürich), Switzerland ",Date of death:|06-11-1964|Place of death:| ,"    Uster (Zürich), Switzerland",Professional:,1946-1958,, , ,,,,,,Date of death:|06-11-1964|Place of death:| , ,Age:,39 years
1841,28-07-1951,23º stage Distance:,197 km,Road – Stage,"     , Switzerland ","Dijon (Bourgogne), France",,Germain,Derycke,Belgium ,N,,,,,,,48 years,Date of birth:,02-11-1929,Place of birth:,"Bellegem (West-Vlaanderen), Belgium ",Date of death:|13-01-1978|Place of death:| ,"    Kortrijk (West-Vlaanderen), Belgium",Professional:,1950-1961,, , ,,,,,,Date of death:|13-01-1978|Place of death:| , ,Age:,48 years
1842,29-07-1951,24º stage Distance:,322 km,Road – Stage,"    Dijon (Bourgogne), France ","Paris (Ile-de-France), France",,Adolphe,Deledda,France ,Y,   ITA , 26-09-1919 , 20-04-1948,,,,84 years,Age:,84 years,Date of birth:,26-09-1919,|Place of birth:,"Villa Minozzo (Emilia-Romagna), Italy ",Date of death:09-10-2003Place of death: ,"    Die (Rhone-Alpes), France",Professional:,1944-1957,, , ,,,,|Place of birth:,   ITA from 26-09-1919 until 20-04-1948,Gender:, 
1843,29-07-1951, Distance:, km,Classification – Road – Mountains Classification,"    Metz (Lorraine), France ","Paris (Ile-de-France), France",,Raphaël,Géminiani,France ,N,,,,,,,94  years,Date of birth:,12-06-1925,Place of birth:,"Clermont-Ferrand (Auvergne), France ",Date of death:||Place of death:|,1946-1960,, , ,,,,,,,,Professional:, ,Age:,94  years
1844,29-07-1951, Distance:,4692 km,Classification – Road – General Classification,"    Metz (Lorraine), France ","Paris (Ile-de-France), France",,Hugo,Koblet,Switzerland ,N,,,,,,,39 years,Date of birth:,21-03-1925,Place of birth:,"Zürich (Zürich), Switzerland ",Date of death:|06-11-1964|Place of death:| ,"    Uster (Zürich), Switzerland",Professional:,1946-1958,, , ,,,,,,Date of death:|06-11-1964|Place of death:| , ,Age:,39 years
1845,13-07-1950,1º stage Distance:,307 km,Road – Stage,"    Paris (Ile-de-France), France ","Metz (Lorraine), France",,Jean,Goldschmit,Luxemburg ,N,,,,,,,69 years,Date of birth:,20-02-1924,Place of birth:,"Weimerskirch (Luxembourg), Luxemburg ",Date of death:|14-01-1994|Place of death:| ,"    Luxembourg (Luxembourg), Luxemburg",Professional:,1946-1953,, , ,,,,,,Date of death:|14-01-1994|Place of death:| , ,Age:,69 years
1846,14-07-1950,2º stage Distance:,241 km,Road – Stage,"    Metz (Lorraine), France ","Liège (Liege), Belgium",,Adolfo,Leoni,Italy ,N,,,,,,,53 years,Date of birth:,13-01-1917,Place of birth:,"Gualdo Tadino (Umbria), Italy ",Date of death:|19-10-1970|Place of death:| ,"    Massa (Toscana), Italy",Professional:,1938-1952,, , ,,,,,,Date of death:|19-10-1970|Place of death:| , ,Age:,53 years
1847,15-07-1950,3º stage Distance:,"232,5 km",Road – Stage,"    Liège (Liege), Belgium ","Lille (Nord-Pas-de-Calais), France",,Alfredo,Pasotti,Italy ,N,,,,,,,75 years,Date of birth:,06-01-1925,Place of birth:,"Bastida Pancanara (Lombardia), Italy ",Date of death:|12-09-2000|Place of death:| ,"    Pancarana (Lombardia), Italy",Professional:,1946-1958,, , ,,,,,,Date of death:|12-09-2000|Place of death:| , ,Age:,75 years
1848,16-07-1950,4º stage Distance:,231 km,Road – Stage,"    Lille (Nord-Pas-de-Calais), France ","Rouen (Haute-Normandie), France",,Stan,Ockers,Belgium ,N,,,,,,,36 years,Date of birth:,03-02-1920,Place of birth:,"Borgerhout (Antwerpen), Belgium ",Date of death:|01-10-1956|Place of death:| ,"    Merksem (Antwerpen), Belgium",Professional:,1941-1956,, , ,,,,,,Date of death:|01-10-1956|Place of death:| , ,Age:,36 years
1849,17-07-1950,5º stage Distance:,316 km,Road – Stage,"    Rouen (Haute-Normandie), France ","Dinard (Bretagne), France",,Giovanni,Corrieri,Italy ,N,,,,,,,96 years,Date of birth:,07-02-1920,Place of birth:,"Messina (Sicilia), Italy ",Date of death:|22-01-2017|Place of death:| ,"    Prato (Piemonte), Italy",Professional:,1941-1957,, , ,,,,,,Date of death:|22-01-2017|Place of death:| , ,Age:,96 years
1850,19-07-1950,6º stage Distance:,78 km,Road – Individual Time Trial,"    Dinard (Bretagne), France ","Saint-Brice (Bretagne), France",,Ferdi,Kübler,Switzerland ,N,,,,,,,97 years,Date of birth:,24-07-1919,Place of birth:,"Marthalen (Schaffhausen), Switzerland ",Date of death:|29-12-2016|Place of death:| ,"    Zürich (Zürich), Switzerland",Professional:,1940-1957,, , ,,,,,,Date of death:|29-12-2016|Place of death:| , ,Age:,97 years
1851,20-07-1950,7º stage Distance:,248 km,Road – Stage,"    Saint-Brieuc (Bretagne), France ","Angers (Pays de la Loire), France",,Nello,Lauredi,France ,Y,   ITA , 05-10-1925 , 31-12-1948,,,,76 years,Age:,76 years,Date of birth:,05-10-1924,|Place of birth:,"Mulazzo (Toscana), Italy ",Date of death:08-04-2001Place of death: ,"    Saint-Laurent-du-Var (Provence-Alpes-Cote d'Azur), France",Professional:,1949-1959,, , ,,,,|Place of birth:,   ITA from 05-10-1925 until 31-12-1948,Gender:, 
1852,21-07-1950,8º stage Distance:,181 km,Road – Stage,"    Angers (Pays de la Loire), France ","Niort (Poitou-Charentes), France",,Fiorenzo,Magni,Italy ,N,,,,,,,91 years,Date of birth:,07-12-1920,Place of birth:,"Vaiano (Toscana), Italy ",Date of death:|19-10-2012|Place of death:| ,"    Monza (Lombardia), Italy",Professional:,19381940-1945 + 1947-1956,, , ,,,,,,Date of death:|19-10-2012|Place of death:| , ,Age:,91 years
1853,22-07-1950,9º stage Distance:,206 km,Road – Stage,"    Niort (Poitou-Charentes), France ","Bordeaux (Aquitaine), France",,Alfredo,Pasotti,Italy ,N,,,,,,,75 years,Date of birth:,06-01-1925,Place of birth:,"Bastida Pancanara (Lombardia), Italy ",Date of death:|12-09-2000|Place of death:| ,"    Pancarana (Lombardia), Italy",Professional:,1946-1958,, , ,,,,,,Date of death:|12-09-2000|Place of death:| , ,Age:,75 years
1854,23-07-1950,10º stage Distance:,202 km,Road – Stage,"    Bordeaux (Aquitaine), France ","Pau (Aquitaine), France",,Marcel,Dussault,France ,N,,,,,,,88 years,Date of birth:,14-05-1926,Place of birth:,"Le Châtre (Centre), France ",Date of death:|19-09-2014|Place of death:| ,"    Châteauroux (Centre), France",Professional:,1947-1959,, , ,,,,,,Date of death:|19-09-2014|Place of death:| , ,Age:,88 years
1855,25-07-1950,11º stage Distance:,230 km,Road – Stage,"    Pau (Aquitaine), France ","Saint-Gaudens (Midi-Pyrenees), France",,Gino,Bartali,Italy ,N,,,,,,,85 years,Date of birth:,18-07-1914,Place of birth:,"Ponte a Ema (Toscana), Italy ",Date of death:|05-05-2000|Place of death:| ,"    Firenze (Toscana), Italy",Professional:,1935-1954,, , ,,,,,,Date of death:|05-05-2000|Place of death:| , ,Age:,85 years
1856,26-07-1950,12º stage Distance:,233 km,Road – Stage,"    Saint-Gaudens (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France",,Maurice,Blomme,Belgium ,N,,,,,,,53 years,Date of birth:,29-10-1926,Place of birth:,"Oostnieuwkerke (West-Vlaanderen), Belgium ",Date of death:|11-04-1980|Place of death:| ,"    Roeselare (West-Vlaanderen), Belgium",Professional:,1949-1961,, , ,,,,,,Date of death:|11-04-1980|Place of death:| , ,Age:,53 years
1857,27-07-1950,13º stage Distance:,215 km,Road – Stage,"    Perpignan (Languedoc-Roussillon), France ","Nîmes (Languedoc-Roussillon), France",,Marcel,Molines,Algeria ,N,,,,,,,90  years,Date of birth:,22-12-1928,Place of birth:,"Alger (Alger), Algeria ",Date of death:||Place of death:|,1949-1954,, , ,,,,,,,,Professional:, ,Age:,90  years
