,Date,Stage,Distance Covered in km,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,Date of Birth,City of Birth,Country of Birth,Date of Death,City of Death,Country of Death,1st Innings From,1st Innings To,2nd Innings From,2nd Innings To,3rd Innings From,3rd Innings To,Career Span,1st Gap,2nd Innings Span,2nd Gap,3rd Innings Span,Total Career Span,Full Name
1622,1959-08-07,13 ,219.0,Stage,"    Albi (Midi-Pyrenees), France ","Aurillac (Auvergne), France",,Henri,Anglade,France ,N,,1933-06-07,,,,,86  years,1933-06-07,Thionville (Lorraine), France ,,,,1956,1967,0,0,0,0,11,0,0,0,0,11,Henri Anglade
1623,1959-09-07,14 ,231.0,Stage,"    Aurillac (Auvergne), France ","Clermont-Ferrand (Auvergne), France",,André,Le Dissez,France ,N,,1929-11-11,,,,,88 years,1929-11-11,Plougonven (Bretagne), France ,04-05-2018,    Paris (Ile-de-France), France,1957,1965,0,0,0,0,8,0,0,0,0,8,André Le Dissez
1624,1959-10-07,15 ,12.5,Climb Time Trial,"    Puy de Dôme (Auvergne), France ","Puy de Dôme (Auvergne), France",,Federico,Martín Bahamontes,Spain ,N,,1928-09-07,,,,,91  years,1928-09-07,Val de Santo Domingo (Castilla-La Mancha), Spain ,,,,1953,1965,0,0,0,0,12,0,0,0,0,12,Federico Martín Bahamontes
1625,1959-11-07,16 ,210.0,Stage,"    Clermont-Ferrand (Auvergne), France ","Saint-Étienne (Rhone-Alpes), France",,Dino,Bruni,Italy ,N,,1932-04-13,,,,,87  years,1932-04-13,Portomaggiore (Emilia-Romagna), Italy ,,,,1956,1964,0,0,0,0,8,0,0,0,0,8,Dino Bruni
1626,1959-07-13,17 ,197.0,Stage,"    Saint-Étienne (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France",,Charly,Gaul,Luxemburg ,N,,1932-08-12,,,,,72 years,1932-08-12,Pfaffental (Diekirch), Luxemburg ,06-12-2005,    Itzig (Luxembourg), Luxemburg,1953,1965,0,0,0,0,12,0,0,0,0,12,Charly Gaul
1627,1959-07-14,18 ,243.0,Stage,"    Le Lautaret (Provence-Alpes-Cote d'Azur), France ",,,Ercole,Baldini,Italy ,N,,1933-01-26,,,,,86  years,1933-01-26,Villanova (Emilia-Romagna), Italy ,,,,1957,1964,0,0,0,0,7,0,0,0,0,7,Ercole Baldini
1628,1959-07-15,19 ,251.0,Stage,,"Annecy (Rhone-Alpes), France",,Rolf,Graf,Switzerland ,N,,1932-08-19,,,,,86 years,1932-08-19,Unterentfelden (Aargau), Switzerland ,18-01-2019,    Baden (Aargau), Switzerland,1952,1964,0,0,0,0,12,0,0,0,0,12,Rolf Graf
1629,1959-07-16,20 ,202.0,Stage,"    Annecy (Rhone-Alpes), France ","Chalon-sur-Saône (Bourgogne), France",,Brian,Robinson,Great Britain ,N,,1930-03-11,,,,,88  years,1930-03-11,Mirfield (West Yorkshire), Great Britain ,,,,1952,1963,0,0,0,0,11,0,0,0,0,11,Brian Robinson
1630,1959-07-17,22 ,69.2,Individual Time Trial,"    Seurre (Bourgogne), France ","Dijon (Bourgogne), France",,Roger,Rivière,France ,N,,1936-02-23,,,,,40 years,1936-02-23,Saint-Etienne (Pays de la Loire), France ,01-04-1976,    Saint-Galmier (Rhone-Alpes), France,1957,1960,0,0,0,0,3,0,0,0,0,3,Roger Rivière
1631,1959-07-18,22 ,331.0,Stage,"    Dijon (Bourgogne), France ","Paris (Ile-de-France), France",,Joseph,Groussard,France ,N,,1934-02-03,,,,,85  years,1934-02-03,La Chapelle-Janson (Bretagne), France ,,,,1954,1968,0,0,0,0,14,0,0,0,0,14,Joseph Groussard
1632,1959-07-18,Total Distance,0.0,Mountains Classification,"    Mulhouse (Alsace), France ","Paris (Ile-de-France), France",,Federico,Martín Bahamontes,Spain ,N,,1928-09-07,,,,,91  years,1928-09-07,Val de Santo Domingo (Castilla-La Mancha), Spain ,,,,1953,1965,0,0,0,0,12,0,0,0,0,12,Federico Martín Bahamontes
1633,1959-07-18,Total Distance,0.0,Points Classification,"    Mulhouse (Alsace), France ","Paris (Ile-de-France), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1634,1959-07-18,Total Distance,4367.0,General Classification,"    Mulhouse (Alsace), France ","Paris (Ile-de-France), France",,Federico,Martín Bahamontes,Spain ,N,,1928-09-07,,,,,91  years,1928-09-07,Val de Santo Domingo (Castilla-La Mancha), Spain ,,,,1953,1965,0,0,0,0,12,0,0,0,0,12,Federico Martín Bahamontes
1635,1958-06-26,1 ,184.0,Stage,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ","Gent (Oost-Vlaanderen), Belgium",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1636,1958-06-27,2 ,198.0,Stage,"    Gent (Oost-Vlaanderen), Belgium ","Dunkerque (Nord-Pas-de-Calais), France",,Gerrit,Voorting,The Netherlands ,N,,1923-01-18,,,,,92 years,1923-01-18,Velsen (Noord-Holland), The Netherlands ,30-01-2015,    Heemskerk (Noord-Holland), The Netherlands,1949,1961,0,0,0,0,12,0,0,0,0,12,Gerrit Voorting
1637,1958-06-28,3 ,177.0,Stage,"    Dunkerque (Nord-Pas-de-Calais), France ","Le Tréport (Haute-Normandie), France",,Gilbert,Bauvin,France ,N,,1927-04-08,,,,,92  years,1927-04-08,Lunéville (Lorraine), France ,,,,1950,1960,0,0,0,0,10,0,0,0,0,10,Gilbert Bauvin
1638,1958-06-29,4 ,205.0,Stage,"    Le Tréport (Haute-Normandie), France ","Versailles (Ile-de-France), France",,Jean,Gainche,France ,N,,1932-12-08,,,,,87  years,1932-12-08,Remungol (Bretagne), France ,,,,1953,1967,0,0,0,0,14,0,0,0,0,14,Jean Gainche
1639,1958-06-30,5 ,232.0,Stage,"    Versailles (Ile-de-France), France ","Caen (Basse-Normandie), France",,Settimo,Sabbadini,France ,N,,1928-08-21,,,,,74 years,1928-08-21,Monsempron-Libos (Aquitaine), France ,07-11-2002,    Monsempron-Libos (Aquitaine), France,1952,1963,0,0,0,0,11,0,0,0,0,11,Settimo Sabbadini
1640,1958-01-07,6 ,223.0,Stage,"    Caen (Basse-Normandie), France ","Saint-Brieuc (Bretagne), France",,Martin,Van Geneugden,Belgium ,N,,1932-01-21,,,,,82 years,1932-01-21,Zutendaal (Limburg), Belgium ,08-07-2014,    Genk (Limburg), Belgium,1953,1963,0,0,0,0,10,0,0,0,0,10,Martin Van Geneugden
1641,1958-02-07,7 ,170.0,Stage,"    Saint-Brieuc (Bretagne), France ","Brest (Bretagne), France",,Brian,Robinson,Great Britain ,N,,1930-03-11,,,,,88  years,1930-03-11,Mirfield (West Yorkshire), Great Britain ,,,,1952,1963,0,0,0,0,11,0,0,0,0,11,Brian Robinson
1642,1958-03-07,8 ,46.0,Individual Time Trial,"    Châteaulin (Bretagne), France ","Châteaulin (Bretagne), France",,Charly,Gaul,Luxemburg ,N,,1932-08-12,,,,,72 years,1932-08-12,Pfaffental (Diekirch), Luxemburg ,06-12-2005,    Itzig (Luxembourg), Luxemburg,1953,1965,0,0,0,0,12,0,0,0,0,12,Charly Gaul
1643,1958-04-07,9 ,206.0,Stage,"    Quimper (Bretagne), France ","Saint-Nazaire (Pays de la Loire), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1644,1958-05-07,10 ,255.0,Stage,"    Saint-Nazaire (Pays de la Loire), France ","Royan (Poitou-Charentes), France",,Pierino,Baffi,Italy ,N,,1930-09-15,,,,,54 years,1930-09-15,Vailate (Lombardia), Italy ,27-03-1985,    Bergamo (Lombardia), Italy,1953,1966,0,0,0,0,13,0,0,0,0,13,Pierino Baffi
1645,1958-06-07,11 ,137.0,Stage,"    Royan (Poitou-Charentes), France ","Bordeaux (Aquitaine), France",,Arrigo,Padovan,Italy ,N,,1927-06-16,,,,,92  years,1927-06-16,Castelbaldo (Veneto), Italy ,,,,1950,1962,0,0,0,0,12,0,0,0,0,12,Arrigo Padovan
1646,1958-07-07,12 ,161.0,Stage,"    Bordeaux (Aquitaine), France ","Dax (Aquitaine), France",,Martin,Van Geneugden,Belgium ,N,,1932-01-21,,,,,82 years,1932-01-21,Zutendaal (Limburg), Belgium ,08-07-2014,    Genk (Limburg), Belgium,1953,1963,0,0,0,0,10,0,0,0,0,10,Martin Van Geneugden
1647,1958-08-07,13 ,230.0,Stage,"    Dax (Aquitaine), France ","Pau (Aquitaine), France",,Louis,Bergaud,France ,N,,1928-11-30,,,,,90  years,1928-11-30,Jaleyrac (Auvergne), France ,,,,1954,1963,0,0,0,0,9,0,0,0,0,9,Louis Bergaud
1648,1958-09-07,14 ,129.0,Stage,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France",,Federico,Martín Bahamontes,Spain ,N,,1928-09-07,,,,,91  years,1928-09-07,Val de Santo Domingo (Castilla-La Mancha), Spain ,,,,1953,1965,0,0,0,0,12,0,0,0,0,12,Federico Martín Bahamontes
1649,1958-10-07,15 ,176.0,Stage,"    Luchon (Midi-Pyrenees), France ","Toulouse (Midi-Pyrenees), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1650,1958-11-07,16 ,187.0,Stage,"    Toulouse (Midi-Pyrenees), France ","Béziers (Languedoc-Roussillon), France",,Pierino,Baffi,Italy ,N,,1930-09-15,,,,,54 years,1930-09-15,Vailate (Lombardia), Italy ,27-03-1985,    Bergamo (Lombardia), Italy,1953,1966,0,0,0,0,13,0,0,0,0,13,Pierino Baffi
1651,1958-12-07,17 ,189.0,Stage,"    Béziers (Languedoc-Roussillon), France ","Nîmes (Languedoc-Roussillon), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1652,1958-07-13,18 ,21.5,Climb Time Trial,"    Mont Ventoux (Provence-Alpes-Cote d'Azur), France ","Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,Charly,Gaul,Luxemburg ,N,,1932-08-12,,,,,72 years,1932-08-12,Pfaffental (Diekirch), Luxemburg ,06-12-2005,    Itzig (Luxembourg), Luxemburg,1953,1965,0,0,0,0,12,0,0,0,0,12,Charly Gaul
1653,1958-07-14,19 ,178.0,Stage,"    Carpentras (Provence-Alpes-Cote d'Azur), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Gastone,Nencini,Italy ,N,,1930-01-03,,,,,49 years,1930-01-03,Barberino di Mugello (Toscana), Italy ,01-02-1980,    Florence (Toscana), Italy,1953,1965,0,0,0,0,12,0,0,0,0,12,Gastone Nencini
1654,1958-07-15,20 ,165.0,Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France",,Federico,Martín Bahamontes,Spain ,N,,1928-09-07,,,,,91  years,1928-09-07,Val de Santo Domingo (Castilla-La Mancha), Spain ,,,,1953,1965,0,0,0,0,12,0,0,0,0,12,Federico Martín Bahamontes
1655,1958-07-16,21 ,219.0,Stage,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Aix-les-Bains (Rhone-Alpes), France",,Charly,Gaul,Luxemburg ,N,,1932-08-12,,,,,72 years,1932-08-12,Pfaffental (Diekirch), Luxemburg ,06-12-2005,    Itzig (Luxembourg), Luxemburg,1953,1965,0,0,0,0,12,0,0,0,0,12,Charly Gaul
1656,1958-07-17,22 ,237.0,Stage,"    Aix-les-Bains (Rhone-Alpes), France ","Besançon (Franche-Comte), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1657,1958-07-18,23 ,74.0,Individual Time Trial,"    Besançon (Franche-Comte), France ","Dijon (Bourgogne), France",,Charly,Gaul,Luxemburg ,N,,1932-08-12,,,,,72 years,1932-08-12,Pfaffental (Diekirch), Luxemburg ,06-12-2005,    Itzig (Luxembourg), Luxemburg,1953,1965,0,0,0,0,12,0,0,0,0,12,Charly Gaul
1658,1958-07-19,24 ,320.0,Stage,"    Dijon (Bourgogne), France ","Paris (Ile-de-France), France",,Pierino,Baffi,Italy ,N,,1930-09-15,,,,,54 years,1930-09-15,Vailate (Lombardia), Italy ,27-03-1985,    Bergamo (Lombardia), Italy,1953,1966,0,0,0,0,13,0,0,0,0,13,Pierino Baffi
1659,1958-07-19,Total Distance,0.0,Points Classification,,"Paris (Ile-de-France), France",,Jean,Graczyk,France ,Y,   POL ,1933-05-26, 23-06-1949,,,,71 years,1933-05-26,Neuvy-sur-Barangeon (Centre), France ,27-06-2004,    Vierzon (Centre), France,1957,1972,0,0,0,0,15,0,0,0,0,15,Jean Graczyk
1660,1958-07-19,Total Distance,4319.0,General Classification,,"Paris (Ile-de-France), France",,Charly,Gaul,Luxemburg ,N,,1932-08-12,,,,,72 years,1932-08-12,Pfaffental (Diekirch), Luxemburg ,06-12-2005,    Itzig (Luxembourg), Luxemburg,1953,1965,0,0,0,0,12,0,0,0,0,12,Charly Gaul
1661,1958-07-19,Total Distance,0.0,Mountains Classification,,"Paris (Ile-de-France), France",,Federico,Martín Bahamontes,Spain ,N,,1928-09-07,,,,,91  years,1928-09-07,Val de Santo Domingo (Castilla-La Mancha), Spain ,,,,1953,1965,0,0,0,0,12,0,0,0,0,12,Federico Martín Bahamontes
1662,1957-06-27,1 ,204.0,Stage,"    Nantes (Pays de la Loire), France ","Granville (Basse-Normandie), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1663,1957-06-28,2 ,226.0,Stage,"    Granville (Basse-Normandie), France ","Caen (Basse-Normandie), France",,René,Privat,France ,N,,1930-04-12,,,,,64 years,1930-04-12,Coux (Rhone-Alpes), France ,19-07-1995,    Le Puy-en Velay (Auvergne), France,1953,1962,0,0,0,0,9,0,0,0,0,9,René Privat
1664,1957-06-29,3  part  a,15.0,Team Time Trial,"    Caen (Basse-Normandie), France ","Caen (Basse-Normandie), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1665,1957-06-29,3  part  b,134.0,Stage,"    Caen (Basse-Normandie), France ","Rouen (Haute-Normandie), France",,Jacques,Anquetil,France ,N,,1934-08-01,,,,,53 years,1934-08-01,Mont-Saint-Aignan (Haute-Normandie), France ,18-11-1987,    La Neuville-Champ-d'Oisel (Haute-Normandie), France,1953,1969,0,0,0,0,16,0,0,0,0,16,Jacques Anquetil
1666,1957-06-30,4 ,232.0,Stage,"    Rouen (Haute-Normandie), France ","Roubaix (Nord-Pas-de-Calais), France",,Marcel,Janssens,Belgium ,N,,1931-12-30,,,,,60 years,1931-12-30,Edegem (Antwerpen), Belgium ,29-07-1992,    Nukerke (Oost-Vlaanderen), Belgium,1954,1965,0,0,0,0,11,0,0,0,0,11,Marcel Janssens
1667,1957-01-07,5 ,170.0,Stage,"    Roubaix (Nord-Pas-de-Calais), France ","Charleroi (Hainaut), Belgium",,Gilbert,Bauvin,France ,N,,1927-04-08,,,,,92  years,1927-04-08,Lunéville (Lorraine), France ,,,,1950,1960,0,0,0,0,10,0,0,0,0,10,Gilbert Bauvin
1668,1957-02-07,6 ,248.0,Stage,"    Charleroi (Hainaut), Belgium ","Metz (Lorraine), France",,André,Trochut,France ,N,,1931-06-11,,,,,64 years,1931-06-11,Chermignac (Poitou-Charentes), France ,04-08-1996,                , France,1956,1963,1968,1968,0,0,7,5,0,0,0,7,André Trochut
1669,1957-03-07,7 ,223.0,Stage,"    Metz (Lorraine), France ","Colmar (Alsace), France",,Roger,Hassenforder,France ,N,,1930-07-23,,,,,89  years,1930-07-23,Sausheim (Alsace), France ,,,,1952,1965,0,0,0,0,13,0,0,0,0,13,Roger Hassenforder
1670,1957-04-07,8 ,192.0,Stage,"    Colmar (Alsace), France ","Besançon (Franche-Comte), France",,Pierino,Baffi,Italy ,N,,1930-09-15,,,,,54 years,1930-09-15,Vailate (Lombardia), Italy ,27-03-1985,    Bergamo (Lombardia), Italy,1953,1966,0,0,0,0,13,0,0,0,0,13,Pierino Baffi
1671,1957-05-07,9 ,188.0,Stage,"    Besançon (Franche-Comte), France ","Thonon-les-Bains (Rhone-Alpes), France",,Jacques,Anquetil,France ,N,,1934-08-01,,,,,53 years,1934-08-01,Mont-Saint-Aignan (Haute-Normandie), France ,18-11-1987,    La Neuville-Champ-d'Oisel (Haute-Normandie), France,1953,1969,0,0,0,0,16,0,0,0,0,16,Jacques Anquetil
1672,1957-07-07,10 ,247.0,Stage,"    Thonon-les-Bains (Rhone-Alpes), France ","Briançon (Provence-Alpes-Cote d'Azur), France",,Gastone,Nencini,Italy ,N,,1930-01-03,,,,,49 years,1930-01-03,Barberino di Mugello (Toscana), Italy ,01-02-1980,    Florence (Toscana), Italy,1953,1965,0,0,0,0,12,0,0,0,0,12,Gastone Nencini
1673,1957-08-07,11 ,286.0,Stage,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Cannes (Provence-Alpes-Cote d'Azur), France",,René,Privat,France ,N,,1930-04-12,,,,,64 years,1930-04-12,Coux (Rhone-Alpes), France ,19-07-1995,    Le Puy-en Velay (Auvergne), France,1953,1962,0,0,0,0,9,0,0,0,0,9,René Privat
1674,1957-09-07,12 ,239.0,Stage,"    Cannes (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France",,Jean,Stablinski,France ,Y,   POL ,1932-05-21, 00-00-1948,,,,75 years,1932-05-21,Thun-Saint-Amand (Nord-Pas-de-Calais), France ,22-07-2007,    Lille (Nord-Pas-de-Calais), France,1953,1968,0,0,0,0,15,0,0,0,0,15,Jean Stablinski
1675,1957-10-07,13 ,160.0,Stage,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Alés (Languedoc-Roussillon), France",,Nino,Defilippis,Italy ,N,,1932-03-21,,,,,78 years,1932-03-21,Torino (Piemonte), Italy ,13-07-2010,    Torino (Piemonte), Italy,1952,1964,0,0,0,0,12,0,0,0,0,12,Nino Defilippis
1676,1957-11-07,14 ,246.0,Stage,"    Alés (Languedoc-Roussillon), France ","Perpignan (Languedoc-Roussillon), France",,Roger,Hassenforder,France ,N,,1930-07-23,,,,,89  years,1930-07-23,Sausheim (Alsace), France ,,,,1952,1965,0,0,0,0,13,0,0,0,0,13,Roger Hassenforder
1677,1957-12-07,15  part  a,197.0,Stage,"    Perpignan (Languedoc-Roussillon), France ","Barcelona (Cataluña), Spain",,René,Privat,France ,N,,1930-04-12,,,,,64 years,1930-04-12,Coux (Rhone-Alpes), France ,19-07-1995,    Le Puy-en Velay (Auvergne), France,1953,1962,0,0,0,0,9,0,0,0,0,9,René Privat
1678,1957-07-13,15  part  b,9.8,Individual Time Trial,"    Montjuich (Cataluña), Spain ","Montjuich (Cataluña), Spain",,Jacques,Anquetil,France ,N,,1934-08-01,,,,,53 years,1934-08-01,Mont-Saint-Aignan (Haute-Normandie), France ,18-11-1987,    La Neuville-Champ-d'Oisel (Haute-Normandie), France,1953,1969,0,0,0,0,16,0,0,0,0,16,Jacques Anquetil
1679,1957-07-14,16 ,220.0,Stage,"    Barcelona (Cataluña), Spain ","Ax-les-Thermes (Midi-Pyrenees), France",,Jean,Bourles,France ,N,,1930-08-17,,,,,89  years,1930-08-17,Pleyber-Christ (Bretagne), France ,,,,1952,1964,0,0,0,0,12,0,0,0,0,12,Jean Bourles
1680,1957-07-15,17 ,236.0,Stage,"    Ax-les-Thermes (Midi-Pyrenees), France ","Saint-Gaudens (Midi-Pyrenees), France",,Nino,Defilippis,Italy ,N,,1932-03-21,,,,,78 years,1932-03-21,Torino (Piemonte), Italy ,13-07-2010,    Torino (Piemonte), Italy,1952,1964,0,0,0,0,12,0,0,0,0,12,Nino Defilippis
1681,1957-07-16,18 ,207.0,Stage,"    Saint-Gaudens (Midi-Pyrenees), France ","Pau (Aquitaine), France",,Gastone,Nencini,Italy ,N,,1930-01-03,,,,,49 years,1930-01-03,Barberino di Mugello (Toscana), Italy ,01-02-1980,    Florence (Toscana), Italy,1953,1965,0,0,0,0,12,0,0,0,0,12,Gastone Nencini
1682,1957-07-17,19 ,194.0,Stage,"    Pau (Aquitaine), France ","Bordeaux (Aquitaine), France",,Pierino,Baffi,Italy ,N,,1930-09-15,,,,,54 years,1930-09-15,Vailate (Lombardia), Italy ,27-03-1985,    Bergamo (Lombardia), Italy,1953,1966,0,0,0,0,13,0,0,0,0,13,Pierino Baffi
1683,1957-07-18,20 ,66.0,Individual Time Trial,"    Bordeaux (Aquitaine), France ","Libourne (Aquitaine), France",,Jacques,Anquetil,France ,N,,1934-08-01,,,,,53 years,1934-08-01,Mont-Saint-Aignan (Haute-Normandie), France ,18-11-1987,    La Neuville-Champ-d'Oisel (Haute-Normandie), France,1953,1969,0,0,0,0,16,0,0,0,0,16,Jacques Anquetil
1684,1957-07-19,21 ,317.0,Stage,"    Libourne (Aquitaine), France ","Tours (Centre), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1685,1957-07-20,22 ,227.0,Stage,"    Tours (Centre), France ","Paris (Ile-de-France), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1686,1957-07-20,Total Distance,0.0,Mountains Classification,"    Nantes (Pays de la Loire), France ","Paris (Ile-de-France), France",,Gastone,Nencini,Italy ,N,,1930-01-03,,,,,49 years,1930-01-03,Barberino di Mugello (Toscana), Italy ,01-02-1980,    Florence (Toscana), Italy,1953,1965,0,0,0,0,12,0,0,0,0,12,Gastone Nencini
1687,1957-07-20,Total Distance,0.0,Points Classification,"    Nantes (Pays de la Loire), France ","Paris (Ile-de-France), France",,Jean,Forestier,France ,N,,1930-07-10,,,,,88  years,1930-07-10,Lyon (Rhone-Alpes), France ,,,,1953,1965,0,0,0,0,12,0,0,0,0,12,Jean Forestier
1688,1957-07-20,Total Distance,4665.0,General Classification,"    Nantes (Pays de la Loire), France ","Paris (Ile-de-France), France",,Jacques,Anquetil,France ,N,,1934-08-01,,,,,53 years,1934-08-01,Mont-Saint-Aignan (Haute-Normandie), France ,18-11-1987,    La Neuville-Champ-d'Oisel (Haute-Normandie), France,1953,1969,0,0,0,0,16,0,0,0,0,16,Jacques Anquetil
1689,1956-05-07,1 ,223.0,Stage,"    Reims (Champagne-Ardenne), France ","Liège (Liege), Belgium",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1690,1956-06-07,2 ,217.0,Stage,"    Liège (Liege), Belgium ","Lille (Nord-Pas-de-Calais), France",,Fred,De Bruyne,Belgium ,N,,1930-10-21,,,,,63 years,1930-10-21,Berlare (Oost-Vlaanderen), Belgium ,04-02-1994,    Seillans (Provence-Alpes-Cote d'Azur), France,1953,1961,0,0,0,0,8,0,0,0,0,8,Fred De Bruyne
1691,1956-07-07,3 ,225.0,Stage,"    Lille (Nord-Pas-de-Calais), France ","Rouen (Haute-Normandie), France",,Arrigo,Padovan,Italy ,N,,1927-06-16,,,,,92  years,1927-06-16,Castelbaldo (Veneto), Italy ,,,,1950,1962,0,0,0,0,12,0,0,0,0,12,Arrigo Padovan
1692,1956-08-07,4  part  a,15.1,Individual Time Trial,"    Rouen (Haute-Normandie), France ","Rouen (Haute-Normandie), France",,Charly,Gaul,Luxemburg ,N,,1932-08-12,,,,,72 years,1932-08-12,Pfaffental (Diekirch), Luxemburg ,06-12-2005,    Itzig (Luxembourg), Luxemburg,1953,1965,0,0,0,0,12,0,0,0,0,12,Charly Gaul
1693,1956-08-07,4  part  b,125.0,Stage,"    Rouen (Haute-Normandie), France ","Caen (Basse-Normandie), France",,Roger,Hassenforder,France ,N,,1930-07-23,,,,,89  years,1930-07-23,Sausheim (Alsace), France ,,,,1952,1965,0,0,0,0,13,0,0,0,0,13,Roger Hassenforder
1694,1956-09-07,5 ,189.0,Stage,"    Caen (Basse-Normandie), France ","Saint Malo (Bourgogne), France",,Joseph,Morvan,France ,N,,1924-03-12,,,,,74 years,1924-03-12,Moustoir-Ac (Bretagne), France ,26-07-1999,    Colpo (Bretagne), France,1949,1963,0,0,0,0,14,0,0,0,0,14,Joseph Morvan
1695,1956-10-07,6 ,192.0,Stage,"    Saint-Malo (Basse-Normandie), France ","Lorient (Bretagne), France",,Fred,De Bruyne,Belgium ,N,,1930-10-21,,,,,63 years,1930-10-21,Berlare (Oost-Vlaanderen), Belgium ,04-02-1994,    Seillans (Provence-Alpes-Cote d'Azur), France,1953,1961,0,0,0,0,8,0,0,0,0,8,Fred De Bruyne
1696,1956-11-07,7 ,244.0,Stage,"    Lorient (Bretagne), France ","Angers (Pays de la Loire), France",,Alessandro,Fantini,Italy ,N,,1932-01-01,,,,,29 years,1932-01-01,Fossacesia (Abruzzi), Italy ,05-05-1961,    Trier (Rheinland-Pfalz), West-Germany,1955,1961,0,0,0,0,6,0,0,0,0,6,Alessandro Fantini
1697,1956-12-07,8 ,180.0,Stage,"    Angers (Pays de la Loire), France ","La Rochelle (Poitou-Charentes), France",,Miguel,Poblet Orriols,Spain ,N,,1928-03-18,,,,,85 years,1928-03-18,Moncada y Reisach (Cataluña), Spain ,06-04-2013,    Barcelona (Cataluña), Spain,1945,1962,0,0,0,0,17,0,0,0,0,17,Miguel Poblet Orriols
1698,1956-07-13,9 ,219.0,Stage,"    La Rochelle (Poitou-Charentes), France ","Bordeaux (Aquitaine), France",,Roger,Hassenforder,France ,N,,1930-07-23,,,,,89  years,1930-07-23,Sausheim (Alsace), France ,,,,1952,1965,0,0,0,0,13,0,0,0,0,13,Roger Hassenforder
1699,1956-07-15,10 ,201.0,Stage,"    Bordeaux (Aquitaine), France ","Bayonne (Aquitaine), France",,Fred,De Bruyne,Belgium ,N,,1930-10-21,,,,,63 years,1930-10-21,Berlare (Oost-Vlaanderen), Belgium ,04-02-1994,    Seillans (Provence-Alpes-Cote d'Azur), France,1953,1961,0,0,0,0,8,0,0,0,0,8,Fred De Bruyne
1700,1956-07-16,11 ,255.0,Stage,"    Bayonne (Aquitaine), France ","Pau (Aquitaine), France",,Nino,Defilippis,Italy ,N,,1932-03-21,,,,,78 years,1932-03-21,Torino (Piemonte), Italy ,13-07-2010,    Torino (Piemonte), Italy,1952,1964,0,0,0,0,12,0,0,0,0,12,Nino Defilippis
