,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1308,Date:,28-06-1970,2º stage Distance:,200 km,Road – Stage,          Departure:,"    La Rochelle (Poitou-Charentes), France ",              Arrival:,"Angers (Pays de la Loire), France",,,,Name:,Italo,Family name:,Zilioli,Nationality:,Italy ,Gender:, ,Age:,77  years,Date of birth:,24-09-1941,Place of birth:,"Torino (Piemonte), Italy ",Professional:,1962-1976,, , ,,,,,,,
1309,Date:,29-06-1970,3º stage part  a Distance:,"10,7 km",Road – Team Time Trial,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Angers (Pays de la Loire), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1310,Date:,29-06-1970,3º stage part  b Distance:,140 km,Road – Stage,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Rennes (Bretagne), France",,,,Name:,Marino,Family name:,Basso,Nationality:,Italy ,Gender:, ,Age:,74  years,Date of birth:,01-06-1945,Place of birth:,"Caldogno (Veneto), Italy ",Professional:,1966-1978,, , ,,,,,,,
1311,Date:,30-06-1970,4º stage Distance:,229 km,Road – Stage,          Departure:,"    Rennes (Bretagne), France ",              Arrival:,"Lisieux (Basse-Normandie), France",,,,Name:,Walter,Family name:,Godefroot,Nationality:,Belgium ,Gender:, ,Age:,76  years,Date of birth:,02-07-1943,Place of birth:,"Gent (Oost-Vlaanderen), Belgium ",Professional:,1965-1979,, , ,,,,,,,
1312,Date:,01-07-1970,5º stage part  a Distance:,"94,5 km",Road – Stage,          Departure:,"    Lisieux (Basse-Normandie), France ",              Arrival:,"Rouen (Haute-Normandie), France",,,,Name:,Walter,Family name:,Godefroot,Nationality:,Belgium ,Gender:, ,Age:,76  years,Date of birth:,02-07-1943,Place of birth:,"Gent (Oost-Vlaanderen), Belgium ",Professional:,1965-1979,, , ,,,,,,,
1313,Date:,01-07-1970,5º stage part  b Distance:,113 km,Road – Stage,          Departure:,"    Rouen (Haute-Normandie), France ",              Arrival:,"Amiens (Picardie), France",,,,Name:,Joseph,Family name:,Spruyt,Nationality:,Belgium ,Gender:, ,Age:,76  years,Date of birth:,25-02-1943,Place of birth:,"Viersel (Antwerpen), Belgium ",Professional:,1965-1975,, , ,,,,,,,
1314,Date:,02-07-1970,6º stage Distance:,"135,5 km",Road – Stage,          Departure:,"    Amiens (Picardie), France ",              Arrival:,"Valenciennes (Nord-Pas-de-Calais), France",,,,Name:,Roger,Family name:,De Vlaeminck,Nationality:,Belgium ,Gender:, ,Age:,72  years,Date of birth:,24-08-1947,Place of birth:,"Eeklo (Oost-Vlaanderen), Belgium ",Professional:,1969-19841986-1988,, , ,,,,,,,
1315,Date:,03-07-1970,7º stage part  a Distance:,119 km,Road – Stage,          Departure:,"    Valenciennes (Nord-Pas-de-Calais), France ",              Arrival:,"Vorst (Brussels Hoofdstedelijk Gewest), Belgium",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1316,Date:,03-07-1970,7º stage part  b Distance:,"7,2 km",Road – Individual Time Trial,          Departure:,"    Vorst (Brussels Hoofdstedelijk Gewest), Belgium ",              Arrival:,"Vorst (Brussels Hoofdstedelijk Gewest), Belgium",,,,Name:,José Antonio,Family name:,González Linares,Nationality:,Spain ,Gender:, ,Age:,73  years,Date of birth:,25-02-1946,Place of birth:,"San Felices de Buelna (Cantabria), Spain ",Professional:,1969-1979,, , ,,,,,,,
1317,Date:,04-07-1970,8º stage Distance:,"232,5 km",Road – Stage,          Departure:,"    Ciney (Namur), Belgium ",              Arrival:,"Felsberg (Hessen), Germany",,,,Name:,Alain,Family name:,Vasseur,Nationality:,France ,Gender:, ,Age:,71  years,Date of birth:,01-04-1948,Place of birth:,"Cappelle-la-Grande (Nord-Pas-de-Calais), France ",Professional:,1969-1974,, , ,,,,,,,
1318,Date:,05-07-1970,9º stage Distance:,"269,5 km",Road – Stage,          Departure:,"    Saarlouis (Saarland), Germany ",              Arrival:,"Mulhouse (Alsace), France",,,,Name:,Mogens,Family name:,Frey,Nationality:,Denmark ,Gender:, ,Age:,78  years,Date of birth:,02-07-1941,Place of birth:,"Glostrup (Hovedstaden), Denmark ",Professional:,1969-19711973,, , ,,,,,,,
1319,Date:,06-07-1970,10º stage Distance:,241 km,Road – Stage,          Departure:,"    Belfort (Franche-Comte), France ",              Arrival:,"Divonne-les-Bains (Rhone-Alpes), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1320,Date:,07-07-1970,11º stage part  a Distance:,"8,8 km",Road – Stage,          Departure:,"    Divonne-les-Bains (Rhone-Alpes), France ",              Arrival:,"Divonne-les-Bains (Rhone-Alpes), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1321,Date:,07-07-1970,11º stage part  b Distance:,"139,5 km",Road – Stage,          Departure:,"    Divonne-les-Bains (Rhone-Alpes), France ",              Arrival:,"Thonon-les-Bains (Rhone-Alpes), France",,,,Name:,Marino,Family name:,Basso,Nationality:,Italy ,Gender:, ,Age:,74  years,Date of birth:,01-06-1945,Place of birth:,"Caldogno (Veneto), Italy ",Professional:,1966-1978,, , ,,,,,,,
1322,Date:,08-07-1970,12º stage Distance:,194 km,Road – Stage,          Departure:,"    Thonon-les-Bains (Rhone-Alpes), France ",              Arrival:,"Grenoble (Rhone-Alpes), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1323,Date:,09-07-1970,13º stage Distance:,"195,5 km",Road – Stage,          Departure:,"    Grenoble (Rhone-Alpes), France ",              Arrival:,"Gap (Provence-Alpes-Cote d'Azur), France",,,,Name:,Primo,Family name:,Mori,Nationality:,Italy ,Gender:, ,Age:,75  years,Date of birth:,07-04-1944,Place of birth:,"San Miniato (Toscana), Italy ",Professional:,1969-1975,, , ,,,,,,,
1324,Date:,10-07-1970,14º stage Distance:,170 km,Road – Stage,          Departure:,"    Gap (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1325,Date:,11-07-1970,15º stage Distance:,"144,5 km",Road – Stage,          Departure:,"    Carpentras (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Montpellier (Languedoc-Roussillon), France",,,,Name:,Rini,Family name:,Wagtmans,Nationality:,The Netherlands ,Gender:, ,Age:,72  years,Date of birth:,26-12-1946,Place of birth:,"Sint Willebrord (Noord-Brabant), The Netherlands ",Professional:,1968-1973,, , ,,,,,,,
1326,Date:,12-07-1970,16º stage Distance:,"259,5 km",Road – Stage,          Departure:,"    Montpellier (Languedoc-Roussillon), France ",              Arrival:,"Toulouse (Midi-Pyrenees), France",,,,Name:,Albert,Family name:,Van Vlierberghe,Nationality:,Belgium ,Gender:, ,Age:,49 years,Date of birth:,18-03-1942,Place of birth:,"Belsele (Oost-Vlaanderen), Belgium ",Date of death:20-12-1991Place of death: ,"    Sint-Niklaas (Oost-Vlaanderen), Belgium",Professional:,1966-1980,, , ,,,,,
1327,Date:,13-07-1970,17º stage Distance:,190 km,Road – Stage,          Departure:,"    Toulouse (Midi-Pyrenees), France ",              Arrival:,"Saint-Gaudens (Midi-Pyrenees), France",,,,Name:,Luis,Family name:,Ocaña Pernia,Nationality:,Spain ,Gender:, ,Age:,48 years,Date of birth:,09-06-1945,Place of birth:,"Priego (Castilla-La Mancha), Spain ",Date of death:19-05-1994Place of death: ,"    Caupenne-d'Armagnac (Midi-Pyrenees), France",Professional:,1968-1977,, , ,,,,,
1328,Date:,14-07-1970,18º stage Distance:,"135,5 km",Road – Stage,          Departure:,"    Saint-Gaudens (Midi-Pyrenees), France ",              Arrival:,"Col du Tourmalet (Midi-Pyrenees), France",,,,Name:,Bernard,Family name:,Thévenet,Nationality:,France ,Gender:, ,Age:,71  years,Date of birth:,10-01-1948,Place of birth:,"Saint-Julien-de-Civry (Bourgogne), France ",Professional:,1970-1981,, , ,,,,,,,
1329,Date:,15-07-1970,19º stage Distance:,"185,5 km",Road – Stage,          Departure:,"    Bagnères-de-Bigorre (Midi-Pyrenees), France ",              Arrival:,"Mourenx (Aquitaine), France",,,,Name:,Christian,Family name:,Raymond,Nationality:,France ,Gender:, ,Age:,75  years,Date of birth:,24-12-1943,Place of birth:,"Avrillé (Pays de la Loire), France ",Professional:,1969-1975,, , ,,,,,,,
1330,Date:,16-07-1970,20º stage part  a Distance:,231 km,Road – Stage,          Departure:,"    Mourenx (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Rolf,Family name:,Wolfshohl,Nationality:,Germany ,Gender:, ,Age:,80  years,Date of birth:,27-12-1938,Place of birth:,"Köln (Nordrhein-Westfalen), Germany ",Professional:,1959-1975,, , ,,,,,,,
1331,Date:,16-07-1970,20º stage part  b Distance:,"8,2 km",Road – Individual Time Trial,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1332,Date:,17-07-1970,21º stage Distance:,"191,5 km",Road – Stage,          Departure:,"    Ruffec (Poitou-Charentes), France ",              Arrival:," , France",,,,Name:,Marino,Family name:,Basso,Nationality:,Italy ,Gender:, ,Age:,74  years,Date of birth:,01-06-1945,Place of birth:,"Caldogno (Veneto), Italy ",Professional:,1966-1978,, , ,,,,,,,
1333,Date:,18-07-1970,22º stage Distance:,"238,5 km",Road – Stage,          Departure:,"     , France ",              Arrival:,"Versailles (Ile-de-France), France",,,,Name:,Jean-Pierre,Family name:,Danguillaume,Nationality:,France ,Gender:, ,Age:,73  years,Date of birth:,25-05-1946,Place of birth:,"Joué-lés-Tours (Centre), France ",Professional:,1969-1978,, , ,,,,,,,
1334,Date:,19-07-1970,23º stage Distance:,54 km,Road – Individual Time Trial,          Departure:,"    Versailles (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1335,Date:,19-07-1970, Distance:,4366 km,Classification – Road – General Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1336,Date:,19-07-1970, Distance:,4366 km,Classification – Road – Points Classification,          Departure:,"    Limoges (Limousin), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Walter,Family name:,Godefroot,Nationality:,Belgium ,Gender:, ,Age:,76  years,Date of birth:,02-07-1943,Place of birth:,"Gent (Oost-Vlaanderen), Belgium ",Professional:,1965-1979,, , ,,,,,,,
1337,Date:,19-07-1970, Distance:,4366 km,Classification – Road – Mountains Classification,          Departure:,"    Limoges (Limousin), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1338,Date:,28-06-1969,Prologue  Distance:,"10,4 km",Road – Prologue,          Departure:,"    Roubaix (Nord-Pas-de-Calais), France ",              Arrival:,"Roubaix (Nord-Pas-de-Calais), France",,,,Name:,Rudi,Family name:,Altig,Nationality:,Germany ,Gender:, ,Age:,79 years,Date of birth:,18-03-1937,Place of birth:,"Mannheim (Baden-Wurttemberg), Germany ",Date of death:11-06-2016Place of death: ,"    Remagen (Rheinland-Pfalz), Germany",Professional:,1959-1971,Commemorations, , ,,,,,
1339,Date:,29-06-1969,1º stage part  a Distance:,147 km,Road – Stage,          Departure:,"    Roubaix (Nord-Pas-de-Calais), France ",              Arrival:,"Sint-Pieters-Woluwe (Brabant), Belgium",,,,Name:,Marino,Family name:,Basso,Nationality:,Italy ,Gender:, ,Age:,74  years,Date of birth:,01-06-1945,Place of birth:,"Caldogno (Veneto), Italy ",Professional:,1966-1978,, , ,,,,,,,
1340,Date:,29-06-1969,1º stage part  b Distance:,"15,6 km",Road – Team Time Trial,          Departure:,"    Sint-Pieters-Woluwe (Brabant), Belgium ",              Arrival:,"Sint-Pieters-Woluwe (Brabant), Belgium",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1341,Date:,30-06-1969,2º stage Distance:,"181,5 km",Road – Stage,          Departure:,"    Sint-Pieters-Woluwe (Brabant), Belgium ",              Arrival:,"Maastricht (Limburg), The Netherlands",,,,Name:,Julien,Family name:,Stevens,Nationality:,Belgium ,Gender:, ,Age:,76  years,Date of birth:,25-02-1943,Place of birth:,"Mechelen (Antwerpen), Belgium ",Professional:,1963-1977,, , ,,,,,,,
1342,Date:,01-07-1969,3º stage Distance:,"213,5 km",Road – Stage,          Departure:,"    Maastricht (Limburg), The Netherlands ",              Arrival:,"Charleville-Mézières (Champagne-Ardenne), France",,,,Name:,Eric,Family name:,Leman,Nationality:,Belgium ,Gender:, ,Age:,73  years,Date of birth:,17-07-1946,Place of birth:,"Ledegem (West-Vlaanderen), Belgium ",Professional:,1968-1977,, , ,,,,,,,
1343,Date:,02-07-1969,4º stage Distance:,214 km,Road – Stage,          Departure:,"    Charleville-Mézières (Champagne-Ardenne), France ",              Arrival:,"Nancy (Lorraine), France",,,,Name:,Rik,Family name:,Van Looy,Nationality:,Belgium ,Gender:, ,Age:,85  years,Date of birth:,20-12-1933,Place of birth:,"Grobbendonk (Antwerpen), Belgium ",Professional:,1953-1970,, , ,,,,,,,
1344,Date:,03-07-1969,5º stage Distance:,"193,5 km",Road – Stage,          Departure:,"    Nancy (Lorraine), France ",              Arrival:,"Mulhouse (Alsace), France",,,,Name:,Joaquim Francisco,Family name:,Fernandes Agostinho,Nationality:,Portugal ,Gender:, ,Age:,41 years,Date of birth:,07-04-1943,Place of birth:,"Torres Vedras (Lisboa), Portugal ",Date of death:10-05-1984Place of death: ,"    Lisboa (Lisboa), Portugal",Professional:,1968-1984,Websites:,http://www.trofeujoaquimagostinho.com/, , ,,,,
1345,Date:,04-07-1969,6º stage Distance:,"133,5 km",Road – Stage,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Ballon d'Alsace (Lorraine), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1346,Date:,05-07-1969,7º stage Distance:,241 km,Road – Stage,          Departure:,"    Belfort (Franche-Comte), France ",              Arrival:,"Divonne-les-Bains (Rhone-Alpes), France",,,,Name:,Mariano,Family name:,Díaz Díaz,Nationality:,Spain ,Gender:, ,Age:,74 years,Date of birth:,17-09-1939,Place of birth:,"Villarejo de Salvanés (Madrid), Spain ",Date of death:05-04-2014Place of death: ,"    Villarejo de Salvanés (Madrid), Spain",Professional:,09/1965-1971,, , ,,,,,
1347,Date:,06-07-1969,8º stage part  a Distance:,"8,8 km",Road – Individual Time Trial,          Departure:,"    Divonne-les-Bains (Rhone-Alpes), France ",              Arrival:,"Divonne-les-Bains (Rhone-Alpes), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1348,Date:,06-07-1969,8º stage part  b Distance:,"136,5 km",Road – Stage,          Departure:,"    Divonne-les-Bains (Rhone-Alpes), France ",              Arrival:,"Thonon-les-Bains (Rhone-Alpes), France",,,,Name:,Michele,Family name:,Dancelli,Nationality:,Italy ,Gender:, ,Age:,77  years,Date of birth:,08-05-1942,Place of birth:,"Castenedolo (Lombardia), Italy ",Professional:,1963-1974,, , ,,,,,,,
1349,Date:,07-07-1969,9º stage Distance:,111 km,Road – Stage,          Departure:,"    Thonon-les-Bains (Rhone-Alpes), France ",              Arrival:,"Chamonix (Rhone-Alpes), France",,,,Name:,Roger,Family name:,Pingeon,Nationality:,France ,Gender:, ,Age:,76 years,Date of birth:,28-08-1940,Place of birth:,"Hauteville-Lompnes (Rhone-Alpes), France ",Date of death:19-03-2017Place of death: ,"    Beaupont (Rhone-Alpes), France",Professional:,1965-1974,, , ,,,,,
1350,Date:,08-07-1969,10º stage Distance:,"220,5 km",Road – Stage,          Departure:,"    Chamonix (Rhone-Alpes), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,,Name:,Herman,Family name:,Van Springel,Nationality:,Belgium ,Gender:, ,Age:,76  years,Date of birth:,14-08-1943,Place of birth:,"Ranst (Antwerpen), Belgium ",Professional:,1965-1981,, , ,,,,,,,
1351,Date:,09-07-1969,11º stage Distance:,198 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Digne (Provence-Alpes-Cote d'Azur), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1352,Date:,10-07-1969,12º stage Distance:,"161,5 km",Road – Stage,          Departure:,"    Digne (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Aubagne (Provence-Alpes-Cote d'Azur), France",,,,Name:,Felice,Family name:,Gimondi,Nationality:,Italy ,Gender:, ,Age:,76 years,Date of birth:,29-09-1942,Place of birth:,"Sedrina (Lombardia), Italy ",Date of death:16-08-2019Place of death: ,"    Giardini-Naxos (Sicilia), Italy",Professional:,1965-1979,Websites:,http://www.felicegimondi.com, , ,,,,
