0,1,2,3,4,5,6,7,8,9,10,11,12
,Date:,18-07-1975,20º stage Distance:,256 km,Road – Stage,          Departure:,"    Pouilly-en-Auxois (Bourgogne), France ",              Arrival:,"Melun (Ile-de-France), France",,,
,Date:,19-07-1975,21º stage Distance:,220.5 km,Road – Stage,          Departure:,"    Melun (Ile-de-France), France ",              Arrival:,"Senlis (Picardie), France",,,
,Date:,20-07-1975,22º stage Distance:,163.5 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-07-1975, Distance:,3999 km,Classification – Road – Young Rider Classification,          Departure:,"    Charleroi (Hainaut), Belgium ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-07-1975, Distance:,3999 km,Classification – Road – General Classification,          Departure:,"    Charleroi (Hainaut), Belgium ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-07-1975, Distance:,3999 km,Classification – Road – Points Classification,          Departure:,"    Charleroi (Hainaut), Belgium ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-07-1975, Distance:,3999 km,Classification – Road – Mountains Classification,          Departure:,"    Charleroi (Hainaut), Belgium ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,27-06-1974,Prologue  Distance:,7.1 km,Road – Prologue,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Brest (Bretagne), France",,,
,Date:,28-06-1974,1º stage Distance:,144 km,Road – Stage,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Saint-Pol-de-Léon (Bretagne), France",,,
,Date:,29-06-1974,2º stage Distance:,163.7 km,Road – Stage,          Departure:,"    Plymouth (Plymouth), Great Britain ",              Arrival:,"Plymouth (Plymouth), Great Britain",,,
,Date:,30-06-1974,3º stage Distance:,190 km,Road – Stage,          Departure:,"    Morlaix (Bretagne), France ",              Arrival:,"Saint Malo (Bourgogne), France",,,
,Date:,01-07-1974,4º stage Distance:,184.5 km,Road – Stage,          Departure:,"    Saint-Malo (Basse-Normandie), France ",              Arrival:,"Caen (Basse-Normandie), France",,,
,Date:,02-07-1974,5º stage Distance:,165 km,Road – Stage,          Departure:,"    Caen (Basse-Normandie), France ",              Arrival:,"Dieppe (Haute-Normandie), France",,,
,Date:,03-07-1974,6º stage part  a Distance:,239 km,Road – Stage,          Departure:,"    Dieppe (Haute-Normandie), France ",              Arrival:,"Harelbeke (West-Vlaanderen), Belgium",,,
,Date:,03-07-1974,6º stage part  b Distance:,9 km,Road – Team Time Trial,          Departure:,"    Harelbeke (West-Vlaanderen), Belgium ",              Arrival:,"Harelbeke (West-Vlaanderen), Belgium",,,
,Date:,04-07-1974,7º stage Distance:,221.5 km,Road – Stage,          Departure:,"    Mons (Liege), Belgium ",              Arrival:,"Châlons (Champagne-Ardenne), France",,,
,Date:,05-07-1974,8º stage part  a Distance:,136 km,Road – Stage,          Departure:,"    Châlons-sur-Marne (Champagne-Ardenne), France ",              Arrival:,"Chaumont (Franche-Comte), France",,,
,Date:,05-07-1974,8º stage part  b Distance:,152 km,Road – Stage,          Departure:,"    Chaumont (Franche-Comte), France ",              Arrival:,"Besançon (Franche-Comte), France",,,
,Date:,06-07-1974,9º stage Distance:,241 km,Road – Stage,          Departure:,"    Besançon (Franche-Comte), France ",              Arrival:,"Gaillard (Rhone-Alpes), France",,,
,Date:,07-07-1974,10º stage Distance:,131.5 km,Road – Stage,          Departure:,"    Gaillard (Rhone-Alpes), France ",              Arrival:,"Aix-les-Bains (Rhone-Alpes), France",,,
,Date:,09-07-1974,11º stage Distance:,199 km,Road – Stage,          Departure:,"    Aix-les-Bains (Rhone-Alpes), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,
,Date:,10-07-1974,12º stage Distance:,231 km,Road – Stage,          Departure:,"    Savines-le-Lac (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Orange (Provence-Alpes-Cote d'Azur), France",,,
,Date:,11-07-1974,13º stage Distance:,126 km,Road – Stage,          Departure:,"    Avignon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Montpellier (Languedoc-Roussillon), France",,,
,Date:,12-07-1974,14º stage Distance:,"248,5 km",Road – Stage,          Departure:,"    Lodève (Languedoc-Roussillon), France ",              Arrival:,"Colomiers (Midi-Pyrenees), France",,,
,Date:,14-07-1974,15º stage Distance:,225 km,Road – Stage,          Departure:,"    Colomiers (Midi-Pyrenees), France ",              Arrival:,"Seo de Urgel (Cataluña), Spain",,,
,Date:,15-07-1974,16º stage Distance:,209 km,Road – Stage,          Departure:,"    Seo de Urgel (Cataluña), Spain ",              Arrival:,"Saint-Lary-Soulan (Midi-Pyrenees), France",,,
,Date:,16-07-1974,17º stage Distance:,119 km,Road – Stage,          Departure:,"    Saint-Lary (Midi-Pyrenees), France ",              Arrival:,"Col du Tourmalet (Midi-Pyrenees), France",,,
,Date:,17-07-1974,18º stage Distance:,141.5 km,Road – Stage,          Departure:,"    Bagnères-de-Bigorre (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,18-07-1974,19º stage part  a Distance:,195.5 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,18-07-1974,19º stage part  b Distance:,12.4 km,Road – Individual Time Trial,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,19-07-1974,20º stage Distance:,120 km,Road – Stage,          Departure:,"    Croix-de-Vie (Pays de la Loire), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,
,Date:,20-07-1974,21º stage part  a Distance:,112.5 km,Road – Stage,          Departure:,"    Vouvray (Centre), France ",              Arrival:,"Orléans (Centre), France",,,
,Date:,20-07-1974,21º stage part  b Distance:,37.5 km,Road – Individual Time Trial,          Departure:,"    Orléans (Centre), France ",              Arrival:,"Orléans (Centre), France",,,
,Date:,21-07-1974,22º stage Distance:,146 km,Road – Stage,          Departure:,"    Orléans (Centre), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-1974, Distance:,4098 km,Classification – Road – Points Classification,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-1974, Distance:,4098 km,Classification – Road – Mountains Classification,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,21-07-1974, Distance:,4098 km,Classification – Road – General Classification,          Departure:,"    Brest (Bretagne), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,30-06-1973,Prologue  Distance:,"7,1 km",Road – Prologue,          Departure:,"    Scheveningen (Zuid-Holland), The Netherlands ",              Arrival:,"Scheveningen (Zuid-Holland), The Netherlands",,,
,Date:,01-07-1973,1º stage part  a Distance:,84 km,Road – Stage,          Departure:,"    Scheveningen (Zuid-Holland), The Netherlands ",              Arrival:,"Rotterdam (Zuid-Holland), The Netherlands",,,
,Date:,01-07-1973,1º stage part  b Distance:,"137,5 km",Road – Stage,          Departure:,"    Rotterdam (Zuid-Holland), The Netherlands ",              Arrival:,"Sint-Niklaas (Oost-Vlaanderen), Belgium",,,
,Date:,02-07-1973,2º stage part  a Distance:,12.5 km,Road – Team Time Trial,          Departure:,"    Sint-Niklaas (Oost-Vlaanderen), Belgium ",              Arrival:,"Sint-Niklaas (Oost-Vlaanderen), Belgium",,,
,Date:,02-07-1973,2º stage part  b Distance:,138 km,Road – Stage,          Departure:,"    Sint-Niklaas (Oost-Vlaanderen), Belgium ",              Arrival:,"Roubaix (Nord-Pas-de-Calais), France",,,
,Date:,03-07-1973,3º stage Distance:,226 km,Road – Stage,          Departure:,"    Roubaix (Nord-Pas-de-Calais), France ",              Arrival:,"Reims (Champagne-Ardenne), France",,,
,Date:,04-07-1973,4º stage Distance:,214 km,Road – Stage,          Departure:,"    Reims (Champagne-Ardenne), France ",              Arrival:,"Nancy (Lorraine), France",,,
,Date:,05-07-1973,5º stage Distance:,188 km,Road – Stage,          Departure:,"    Nancy (Lorraine), France ",              Arrival:,"Mulhouse (Alsace), France",,,
,Date:,06-07-1973,6º stage Distance:,244.5 km,Road – Stage,          Departure:,"    Belfort (Franche-Comte), France ",              Arrival:,"Divonne-les-Bains (Rhone-Alpes), France",,,
,Date:,08-07-1973,7º stage part  a Distance:,86.5 km,Road – Stage,          Departure:,"    Divonne-les-Bains (Rhone-Alpes), France ",              Arrival:,"Gaillard (Rhone-Alpes), France",,,
,Date:,08-07-1973,7º stage part  b Distance:,150.5 km,Road – Stage,          Departure:,"    Gaillard (Rhone-Alpes), France ",              Arrival:,"Méribel (Rhone-Alpes), France",,,
,Date:,09-07-1973,8º stage Distance:,237.5 km,Road – Stage,          Departure:,"    Moutiers (Rhone-Alpes), France ",              Arrival:,"Les Orres (Provence-Alpes-Cote d'Azur), France",,,
,Date:,10-07-1973,9º stage Distance:,234.5 km,Road – Stage,          Departure:,"    Embrun (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,11-07-1973,10º stage Distance:,222.5 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Aubagne (Provence-Alpes-Cote d'Azur), France",,,
,Date:,12-07-1973,11º stage Distance:,238 km,Road – Stage,          Departure:,"    Montpellier (Languedoc-Roussillon), France ",              Arrival:,"Argelès-sur-Mer (Languedoc-Roussillon), France",,,
,Date:,13-07-1973,12º stage part  a Distance:,28.3 km,Road – Individual Time Trial,          Departure:,"    Perpignan (Languedoc-Roussillon), France ",              Arrival:,"Thuir (Languedoc-Roussillon), France",,,
,Date:,13-07-1973,12º stage part  b Distance:,76 km,Road – Stage,          Departure:,"    Thuir (Languedoc-Roussillon), France ",              Arrival:,"Pyrénées 2000 (Midi-Pyrenees), France",,,
,Date:,15-07-1973,13º stage Distance:,235 km,Road – Stage,          Departure:,"    Bourg-Madame (Languedoc-Roussillon), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,16-07-1973,14º stage Distance:,227.5 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,17-07-1973,15º stage Distance:,137 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Fleurance (Midi-Pyrenees), France",,,
,Date:,18-07-1973,16º stage part  a Distance:,210 km,Road – Stage,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,18-07-1973,16º stage part  b Distance:,12.4 km,Road – Individual Time Trial,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,19-07-1973,17º stage Distance:,248 km,Road – Stage,          Departure:,"    Saint-Foy (Rhone-Alpes), France ",              Arrival:,"Brive-la-Gaillarde (Limousin), France",,,
,Date:,20-07-1973,18º stage Distance:,216.5 km,Road – Stage,          Departure:,"    Brive-la-Gaillarde (Limousin), France ",              Arrival:,"Puy de Dôme (Auvergne), France",,,
,Date:,21-07-1973,19º stage Distance:,233.5 km,Road – Stage,          Departure:,"    Bourges (Centre), France ",              Arrival:,"Versailles (Ile-de-France), France",,,
,Date:,22-07-1973,20º stage part  a Distance:,16 km,Road – Individual Time Trial,          Departure:,"    Versailles (Ile-de-France), France ",              Arrival:,"Versailles (Ile-de-France), France",,,
,Date:,22-07-1973,20º stage part  b Distance:,89 km,Road – Stage,          Departure:,"    Versailles (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1973, Distance:,4140 km,Classification – Road – Points Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1973, Distance:,4140 km,Classification – Road – General Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1973, Distance:,4140 km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1973, Distance:, km,Classification – Road – Young Rider Classification,          Departure:,,              Arrival:,,Category UCI:,,
,Date:,01-07-1972,Prologue  Distance:,7.2 km,Road – Prologue,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Angers (Pays de la Loire), France",,,
,Date:,02-07-1972,1º stage Distance:,235.5 km,Road – Stage,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Saint-Brieuc (Bretagne), France",,,
,Date:,03-07-1972,2º stage Distance:,"206,5 km",Road – Stage,          Departure:,"    Saint-Brieuc (Bretagne), France ",              Arrival:,"La Baule-Escoublac (Pays de la Loire), France",,,
,Date:,04-07-1972,3º stage part  a Distance:,161 km,Road – Stage,          Departure:,"    Pornichet (Pays de la Loire), France ",              Arrival:,"Saint-Jean-de-Monts (Pays de la Loire), France",,,
,Date:,04-07-1972,3º stage part  b Distance:,16.2 km,Road – Team Time Trial,          Departure:,"    Merlin-Plage (Nord-Pas-de-Calais), France ",              Arrival:,"Merlin-Plage (Nord-Pas-de-Calais), France",,,
,Date:,05-07-1972,4º stage Distance:,236 km,Road – Stage,          Departure:,"    Merlin-Plage (Nord-Pas-de-Calais), France ",              Arrival:,"Royan (Poitou-Charentes), France",,,
,Date:,06-07-1972,5º stage part  a Distance:,133.5 km,Road – Stage,          Departure:,"    Royan (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,06-07-1972,5º stage part  b Distance:,12.7 km,Road – Individual Time Trial,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,07-07-1972,6º stage Distance:,205 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bayonne (Aquitaine), France",,,
,Date:,09-07-1972,7º stage Distance:,220.5 km,Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,10-07-1972,8º stage Distance:,163.5 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,11-07-1972,9º stage Distance:,179 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Colomiers (Midi-Pyrenees), France",,,
,Date:,12-07-1972,10º stage Distance:,210 km,Road – Stage,          Departure:,"    Castres (Midi-Pyrenees), France ",              Arrival:,"La Grande Motte (Languedoc-Roussillon), France",,,
,Date:,13-07-1972,11º stage Distance:,207 km,Road – Stage,          Departure:,"    Carnon-Plage (Languedoc-Roussillon), France ",              Arrival:,"Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,,
